|p_url|target|comment_author|comment
141|https://www.instagram.com/p/CnsQcUltcOc/|grupo_coomeva|coralaydalucy|['👏👏👏👏']
142|https://www.instagram.com/p/CnrnP-TtQIZ/|grupo_coomeva|marcelayamileromerooficial|['Hola donde encuentro el link?']
143|https://www.instagram.com/p/CnrnP-TtQIZ/|grupo_coomeva|michel6975|['Solo para mujeres??']
144|https://www.instagram.com/p/CnrnP-TtQIZ/|grupo_coomeva|edwinmarin87|['Quiero aociarme pero no se como']
147|https://www.instagram.com/p/CnpTndss3Kr/|grupo_coomeva|elidasastoque_calidad|['Esa web no tiene mucha recreación para residentes de Santa Marta. Solo aparecen tiquetes de cine y juegos. Deben hacer más y atractivos convenios.']
148|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|grupo_coomeva|['¡Tenemos a nuestro ganador! Revisen las historias 😎. Agradecemos a todos por participar, pronto tendrán más oportunidades de ganar. 💚']
149|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|illarotta|['#CineCoomeva yo las preparo con un vaso de Coca Cola biiiien frío al lado y listo! Las mejores Crispetas del mundo!!! @idalyk @mogaso @andrer_03 @pauletasalvarez']
150|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|dannacarvajalc|['Deliciosas palomitas de maíz dulces 😋 se debe añadir azúcar, mantequilla y colorante (opcional) durante su cocción.\nPara hacerlas, derretimos 2 cucharadas de mantequilla, 10 cucharadas de azúcar y una gota de colorante alimentario (opcional) en una sartén a fuego medio. A continuación, agregamos 1 taza de palomitas de maíz, mezclamos bien y colocamos la tapa, ligeramente abierta para que pueda salir el vapor sin escaparse las palomitas agitamos la olla y apagamos cuando deje de sonar de explotar el maíz 🥰🍿 #CineCoomeva @nashira_carvajal992 @indicaycedo @pedrocamelo2 @amaly_carvajal15 🥳']
151|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|rubieladelacruz|['❤️']
152|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|marina.galindo.5661|['❤️🙌😢']
153|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|marthaisabelflorez|['En mi casa me toca hacer dos clases de palomitas de maíz las hago de forma casera pero una parte con mantequilla y sal y en la otra preparación con caramelo para los más pequeños q les gusta dulces derretimos azúcar y un poco de agua hasta q se derrita y se haga un rico caramelo 😂 y cuidado por q quema 😂😂pero todas deliciosas y hechas con mucho amor por q para mí familia lo mejor ❤️❤️👨\u200d👨\u200d👧\u200d👧👨\u200d👨\u200d👧\u200d👧👨\u200d❤️\u200d💋\u200d👨👨\u200d❤️\u200d💋\u200d👨😍😍#DiadelasPalomitas 🍿🍿🍿 😍😍 #CineCoomeva🔥🔥 @luis_quiros451 @nelsonfabian989 @esperanza_f1067 @miryam.florez.3']
154|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|andre0612|['Palomitas de maíz caseras 🍿hechas en olla con panela rallada y azúcar al gusto 😍. #CineCoomeva @tiligo04, @sandrajaramillob, @gloriaisabel.barrero, @montoyalinaj']
155|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|boterolopezandresfelipe|['Las palomitas de maíz son uno de los snacks favoritos de muchos. Sin duda, son un imprescindible en nuestras noches de cine, o de ver Netflix en casa . Pero también son el picoteo 💏💏💏💏perfecto para cualquier ocasión. Ya hemos visto cómo hacer palomitas en sartén, u otras versiones más dulces como las palomitas de Caramelo o las de chocolate. Pero hoy vamos con una opción más original🧑\u200d🍳, unas palomitas caramelizadas con Coca cola🌽. Unas divertidas palomitas con ese toque favorito de todos la bebida favorita de mucho la coca cola 🍾 para esto necesitamos 1/2 Taza Maíz para palomitas\n▢Aceite de girasol (para hacer las palomitas)\n▢2 Cdas Mantequilla (o un chorrito de aceite, para el caramelo)\n▢2 Tazas Coca Cola\n▢100 g Azúcar\nComezamos poniendo en la sartén un chorrito de aceite y lo ponemos al fuego. Cuando esté caliente, añadimos el maíz y tapamos la sartén🫕. Cuando ya las palomitas dejen de sonar las retiramos En otra sartén, ponemos la mantequilla, dejamos que se funda y añadimos el azúcar y la coca cola. Cocinamos a fuego lento hasta formar el caramelo. No dejaremos de mover hasta que la coca cola haya reducido y se forme un caramelo.Una vez tengamos listo el caramelo de coca cola, añadimos las palomitas y mezclamos bien hasta que todas estén bien cubiertas por el caramelo. Reservamos en una bandeja de horno, con un papel vegetal, de forma que no se peguen mucho unas a otras. Dejamos enfríar bien; y, ya tenemos listas unas riquísimas palomitas de caramelo y ahora sí a disfrutar de esta delicia\nAmig@s participen y sigan la página para que disfrutemos de una tarde de película 📽️lo que más nos gusta 😂😂😂 @jennifer_tatiana25\n@30vasquezc\n@1963usma\n@losamogc .#cinecoomeva']
156|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|herrera_loris1202|['#cinecoomeva CUANDO ERA PEQUEÑA MI MAMA NO ENSEÑO UNA FORMA MUY DELICIOSA 😋 DE PREPARAR PALOMITAS Y LO MEJOR 👌 CON UN INGREDIENTE TIPICO DE MI REGION : LA PANELA . PRIMERO HACIAMOS LAS PALOMITAS EN UNA OLLA DE FORMA NORMAL ,CON ACEITE PERO SIN SAL , YA CUANDO ESTABAN LISTAS LAS PONIAMOS APARTE, Y EN UNA SARTEN , PINIAMOS MEDIA PANELA, EN UN POQUITO DE AGUA A FUEGO 🔥 BAJO, REVOLVIAMOS Y REVOLVIAMOD HASTA Q ESTO SE CONVERTIA EN UN MELAO , DE COLOR AMARILLO OSCURO , SIN DEJARLO QUEMAR, SERVIAMOS LAS PALOMITAS EN UN PLATO Y RAPIDAMENTE AGREGABAMOS ESE MELAO ANTES DE QUE SE ENFRIARA , CON CUIDADO 😉, HACIAMOS BOLITAS Y ESTO ERA TAN DELICIOSO 😋. LO MEJOR DE MI NIÑEZ QUE ME.RECUERDA LA MEJOR EPOCA DE MI VIDA. @mauriciobarrios2 @rob_in5695 @cristopherymichael @miriamrosa1306']
157|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|ceciliahalls|['#CineCoomeva @satup954 @davidartesano @joseotonielarias @marina.galindo.5661 🥰🥰🥰🥰🥰🥰🥰🥰🥰 Palomitas de maíz en caramelo de uvas\n\nIngredientes:\n- 1/2 taza de Maíz para Palomitas\n- 2 cucharadas de aceite\n- 45 Gr de Mantequilla o Margarina\n- 10 cucharadas de azúcar blanca\n- 1 Cucharadita de esencia de Vainilla\n- 1/2 Cucharadita de bicarbonato de sodio\n- 1 pizca de sal.\n- 1 taza de vino de uvas (Preferiblemente dulce)\n\nPreparación:\nEn una olla a fuego medio, colocamos las 2 cucharadas de aceite y la ½ tasa de maíz pira.\nRevolvemos y tapamos y mantenemos el fuego medio.\nCuando ya esté el maíz, lo dejamos aparte para preparar el caramelo de uvas.\nEn la misma olla, colocamos 45 gr de mantequilla a derretir. Agregamos las 10 cucharadas de azúcar. revolvemos hasta derretir y que se vea un tono dorado. Agregamos 1 cucharadita de esencia de vainilla, 1 pizca de sal, mezclamos y agregamos ½ cucharadita de bicarbonato. Cuando lo veamos espeso agregamos la taza de vino y seguimos mezclando.\nContinuamos mezclando para que el alcohol del vino se reduzca.\nCuando vemos que la mezcla esta espesa y reducida, es hora de mezclarla sobre las palomitas.\nQuedan con un color inigualable y un sabor exquisito.\nDejar enfriar y servir.😍😍😍😍😍']
158|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|andrer_03|['#CineCoomeva yo las preparo con azúcar morena, gaseosa para acompañar y listo! @illarotta @monikart1005 @sugey.10 @ddiazg7 nos vamos para cine con Coomeva']
159|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|myriamnunezt|['Las deliciosas palomitas, con un poquito de mantequilla y derretir masmelos y listo @natalysantosn @hmarin1822 @nancyparrahernandez @mojicayenny']
160|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|gomezdayana2011|['#Cinecoomeva #Diadelaspalomitas @luis.gonzalez1121 @chayanne.gomez.7 @dpgomezortega @dkg_o sigan la cuebta @grupo_coomeva de la receta máster de mi hermana primero aceite poner a sofreír cebolla cabezona y ajos luego hechas los maíz y queda super rico ❤️❤️🙌👏👏👏']
161|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|karoltorresc|['#cinecoomeva Junto con mi sobrina encontramos rica receta : palomitas de maracuya .\nIngredientes :\n1. 4 maracuyas( o depende qué tal ácido te gusta ) 2. 250 gramos de panela rallada .\n3.150 gr de maiz 4.crispetero ( o aceite con una sartén). 5.sal.\n6. Mantequilla. Y a preparar: pones las maracuyas en un sartén ( a fuego lento 👀) y a medida q van cocinando se agrega la panela rallada , apenas termines de poner la panela pones la pizca de mantequilla , y la pizca de sal hasta que de consistencia espumosa lo que indica que el melado ya está ( pero con rico sabor a maracuya 😍) en otro sartén o la crispwtera haces las crispetas 🍿, enseguida revuelves la consistencia de melado maracuya con el maíz . @swaglali3life @mermary.arte @afelipetorresc @gloriaaalvarezz']
162|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|kami918|['Necesitaremos:Mantequilla, masmelos, sal y obviamente las palomitas. En una sartén derretimos la mantequilla con los masmelitos y un poco de salecita... A parte ponemos a explotar las palomillas y agregamos esta mezcla.... Todas se pegaran y tendremos un ENJAMBRE de PALOMITAS 🍿#cinecoomeva sigan y vamos a cine pues @vkgonzalez17 @vao.garfield @zulmarochi @edident']
163|https://www.instagram.com/p/CnnUlssuv8N/|grupo_coomeva|mmveronicale|['Pondría a derretir malvaviscos con chispas de chocolate y M&M #CineCoomeva ❤️ @_bettyangeles @jos_confi @kharladgf @1963usma']
166|https://www.instagram.com/p/CnkbMdUy_ek/|grupo_coomeva|vane_muriel_|['😍']
170|https://www.instagram.com/p/CnVMKLGrp0k/|grupo_coomeva|dkagalvis|['Tienen el peor servicio, jamás recomendaría que la gente invierta para perder su plata en coomeva cooperativa']
171|https://www.instagram.com/p/CnUmZ0FNx60/|grupo_coomeva|santimake.up|['Coomeva es un completo robooooo. Me quiero retirar de aquí y me roban 1 millón de mi ahorro, total descaro. NUNCA SE METAN CON ESTA ENTIDAD.']
172|https://www.instagram.com/p/CnUmZ0FNx60/|grupo_coomeva|yolareyesvillar|['Tan raro. Toda mi familia está asociada a esa importante empresa cooperativa y solo hemos recibido beneficios. Creo que hay un mal entendido. Por algo tienen más de 300.000 asociados.']
173|https://www.instagram.com/p/CnUmZ0FNx60/|grupo_coomeva|elidasastoque_calidad|['Yo me encuentro afiliada hace 3 años y me ha ido muy bien en la cooperativa. El bien mayor lo espero recibir es con el tiempo!!!🙌']
174|https://www.instagram.com/p/CnUmZ0FNx60/|grupo_coomeva|claudia01morales|['🙌']
176|https://www.instagram.com/p/CnSB8JEND3w/|grupo_coomeva|flonny2009|['Hola buenas tardes, me puede dar información para punta cana, muchas gracias']
177|https://www.instagram.com/p/CnSB8JEND3w/|grupo_coomeva|zaramalpz|['@yuleinyd1']
179|https://www.instagram.com/p/CnHXo3cMxjZ/|grupo_coomeva|claudia01morales|['🔥🔥']
183|https://www.instagram.com/p/CnCiBB_P3Ga/|grupo_coomeva|santaiasabel|['❤️❤️']
184|https://www.instagram.com/p/CnCNtO8uWLp/|grupo_coomeva|carodg_18|['Hola, me regalan mayor información , Gracias']
185|https://www.instagram.com/p/CnAUyhtsaYR/|grupo_coomeva|larojarojita|['💜💜💜💜']
186|https://www.instagram.com/p/CnAUyhtsaYR/|grupo_coomeva|gprotegemos|['👏👏 Excelente']
187|https://www.instagram.com/p/Cm_r4ySOJgz/|grupo_coomeva|claudia01morales|['✅']
188|https://www.instagram.com/p/Cm9HNQ2O-zt/|grupo_coomeva|torres.96|['Durante carnavales, estarán atendiendo en el punto físico?']
189|https://www.instagram.com/p/Cm9HNQ2O-zt/|grupo_coomeva|limarsalvi|['¿Cuáles son las alianzas Coomeva válidas, las de la página web o las de la app? Son diferentes las que aparecen']
190|https://www.instagram.com/p/Cm9FsAsvVdk/|grupo_coomeva|claudia01morales|['🔥🔥🔥']
191|https://www.instagram.com/p/Cm7FqQ2Oq83/|grupo_coomeva|erikalozanogarcia|['@nancy.patricia17 😂😂😂 jajajaja siiii así dices tú jajaja']
192|https://www.instagram.com/p/Cm7FqQ2Oq83/|grupo_coomeva|karitohueje|['@david_cpinzon 😍']
193|https://www.instagram.com/p/Cm7FqQ2Oq83/|grupo_coomeva|lucaspe|['@paomarinr 😂']
202|https://www.instagram.com/p/Cmoc4SjNya-/|grupo_coomeva|oliana_sierra|['Y solo es para algunas sedes. La sede riohacha no aplica']
203|https://www.instagram.com/p/Cmoc4SjNya-/|grupo_coomeva|jesuss.rivera|['En las trasmisión por Facebook solo mostraron la ganadora del Mazda, pero los demás premios no los mostraron.']
220|https://www.instagram.com/p/CmRtKnwsCNy/|grupo_coomeva|omar_guevarag|['Cómo escanea uno esto desde un celular ? Por favor usabilidad, es mejor un link. En Instagram se navega desde dispositivos móviles.']
221|https://www.instagram.com/p/CmRtKnwsCNy/|grupo_coomeva|magda21martinez5786|['Esta publicación es mentira yo llamé (*518) y ni siquiera los declara saben cuál es el convenio que se tiene con ellos...']
224|https://www.instagram.com/p/CmNMw7juyPW/|grupo_coomeva|tifany1611|['Soy la ofortunada ganadora del automóvil 😍']
225|https://www.instagram.com/p/CmKCi1zO2AP/|grupo_coomeva|iescorci11|['Hola familia coomeva, deseo saber si fui uno de los ganadores?']
227|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|iescorci11|['Argentina 2 Croacia 1 #LaFiestaPerfecta']
228|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|marisol2210|['#lafiestaperfecta El partido queda ganando argentina 2 goles- Croacia 1']
229|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|gprotegemos|['👏👏👏👏 Super']
230|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|l.paolacasta.r|['Voy con Argentina 3 - Croacia 0 en #LaFiestaPerfecta que viva el fútbol ⚽🥰']
231|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|miguelholguin9|['#lafiestaperfecta argentina 3-2Croacia']
232|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|carola_tab_ur|['#lafiestaperfecta Argentina 0 Croacia 0....gana Croacia en penales']
233|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|carlitosrubiano|['Arg 2 - 1 Croacia #LaFiestaPerfecta']
234|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|anitagiraldo10|['Argentina 3 -Croacia 1 #LaFiestaPerfecta']
235|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|kaleval02superman4|['Argentina 3-0 Croacia #LaFiestaPerfecta']
236|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|miropi24|['#LaFiestaPerfecta gana Argentina a Croacia 3-0']
237|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|dianitaedwuar|['#Lafiestaperfecta argentina 1 y Croacia 0. Gana argentina']
238|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|tteffo|['Argentina 1 croacia 1 #lafiestaperfecta']
239|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|lutipugom1|['Argentina 3 🙌🙌Croacia 6 #LaFiestaPerfecta ❤️❤️❤️']
240|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|jotaespitia|['#LaFiestaPerfecta Argentina 1 Croacia 2']
241|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|illarotta|['#lafiestaperfecta Argentina 1 - Croacia 2']
242|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|angelavalencia2330|['#LafiestaPerfecta Argentina 2 Croacia 1']
243|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|alejo715_t|['0-0 #lafiestaperfecta']
244|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|sara.camila7294|['3- 0 ganando arg']
245|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|marthicamazo|['Croacia 2 - Argentina 1 #LaFiestaPerfecta ❤️❤️❤️']
246|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|piedad_arango|['Gana croacia❤️']
247|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|ednacabrera_|['Argentina 4 - Croacia 0 #LaFiestaPerfecta 🤩']
248|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|fabian_y_emma2020|['Argentina 4- 0 Croacia #LaFiestaPerfecta']
249|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|magdarodrig|['#lafiestaperfecta 1-0 Ganando Croacia 🤞🏻']
250|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|lpfv_v|['3 Argentina - 1 Croacia 🔥']
251|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|clau_0724|['#LaFiestaPerfecta Argentina 4 - Croacia 3']
252|https://www.instagram.com/p/CmFsL97Dj2E/|grupo_coomeva|juanalexisc037|['Argentina 5 Croacia 0 #lafiestaperfecta']
